180.76.4.52 - - [02/Jan/2015:00:02:04 -0500] "GET / HTTP/1.1" 301 294 "-" "Mozilla/4.0 (compatible; MSIE 7.0; Windows NT 6.0)"
201.7.219.246 - - [02/Jan/2015:10:23:11 -0500] "GET /wp-content/themes//decoder/img/bg-list-item-sidebar-blue.gif HTTP/1.1" 200 357 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:23:11 -0500] "GET /wp-content/themes//decoder/img/bg-form-submit-blue.png HTTP/1.1" 200 555 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:23:12 -0500] "GET /wp-content/themes//decoder/img/bg-footer-wrap-blue.png HTTP/1.1" 200 454 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:24:23 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/styles/jquery.lightbox.min.css HTTP/1.1" 200 1151 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:24:23 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/loading.gif HTTP/1.1" 200 4296 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:24:23 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/prev.gif HTTP/1.1" 200 1570 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:24:23 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/next.gif HTTP/1.1" 200 1558 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:24:23 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/blank.gif HTTP/1.1" 200 347 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:26:19 -0500] "GET / HTTP/1.1" 200 22533 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
66.249.64.179 - - [02/Jan/2015:10:26:44 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
220.181.108.182 - - [02/Jan/2015:10:32:29 -0500] "GET / HTTP/1.1" 200 22522 "-" "Mozilla/5.0 (compatible; Baiduspider/2.0; +http://www.baidu.com/search/spider.html)"
193.104.41.186 - - [02/Jan/2015:10:35:57 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:10:35:57 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:10:41:04 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
193.104.41.186 - - [02/Jan/2015:10:41:05 -0500] "POST /wp-login.php HTTP/1.1" 200 6348 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
201.7.219.246 - - [02/Jan/2015:10:45:38 -0500] "GET / HTTP/1.1" 301 305 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:45:44 -0500] "GET / HTTP/1.1" 200 22533 "-" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:05 -0500] "GET /wp-content/themes//decoder/lib/superfish.css HTTP/1.1" 200 1137 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:05 -0500] "GET /wp-content/themes//decoder/style.css HTTP/1.1" 200 3091 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:05 -0500] "GET /wp-content/uploads/shadowbox-js/src/shadowbox.css?ver=3.0.3 HTTP/1.1" 200 1055 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:05 -0500] "GET /wp-content/plugins/tubepress/src/main/web/css/tubepress.css?ver=4.0.1 HTTP/1.1" 200 1566 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:05 -0500] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.1 HTTP/1.1" 200 813 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:06 -0500] "GET /wp-content/plugins/shadowbox-js/css/extras.css?ver=3.0.3.10 HTTP/1.1" 200 486 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:07 -0500] "GET /wp-content/plugins/jetpack/css/jetpack.css?ver=3.2 HTTP/1.1" 200 9517 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:08 -0500] "GET /wp-content/plugins/no-ie-welcome/noie.css?ver=4.0.1 HTTP/1.1" 200 596 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:11 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shCore.css HTTP/1.1" 200 2241 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:11 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shThemeDefault.css HTTP/1.1" 200 1408 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:11 -0500] "GET /wp-content/plugins/wp-stats/stats-css.css?ver=2.50 HTTP/1.1" 200 774 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:11 -0500] "GET /wp-content/plugins/wordpress-code-snippet/styles/shCore.css HTTP/1.1" 200 2242 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:11 -0500] "GET /wp-content/plugins/wordpress-code-snippet/styles/shThemeDefault.css HTTP/1.1" 200 1408 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:12 -0500] "GET /wp-content/themes//decoder/lib/js/jquery-1.2.6.min.js HTTP/1.1" 200 56093 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:12 -0500] "GET /wp-content/themes//decoder/lib/js/superfish.js HTTP/1.1" 200 4025 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:12 -0500] "GET /wp-includes/js/jquery/jquery.js?ver=1.11.1 HTTP/1.1" 200 96126 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:12 -0500] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" 200 7518 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:12 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.min.js?ver=1.4.9 HTTP/1.1" 200 22994 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:13 -0500] "GET /wp-content/themes//decoder/lib/js/supersubs.js HTTP/1.1" 200 3616 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:13 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.plugin.min.js?ver=1.0 HTTP/1.1" 200 575 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:13 -0500] "GET /wp-content/plugins/tubepress/src/main/web/js/tubepress.js?ver=4.0.1 HTTP/1.1" 200 5610 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:13 -0500] "GET /wp-includes/js/comment-reply.min.js?ver=4.0.1 HTTP/1.1" 200 1074 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:13 -0500] "GET /wp-content/uploads/shadowbox-js/3127eaded490136b0312be18eec12387.js?ver=3.0.3 HTTP/1.1" 200 42188 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:14 -0500] "GET /wp-content/plugins/wordpress-code-snippet/scripts/shCore.js HTTP/1.1" 200 19967 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:14 -0500] "GET /wp-content/plugins/jetpack/modules/photon/photon.js?ver=20130122 HTTP/1.1" 200 1696 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:14 -0500] "GET /wp-content/plugins/contact-form-7/includes/js/jquery.form.min.js?ver=3.51.0-2014.06.20 HTTP/1.1" 200 15567 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:14 -0500] "GET /wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=4.0.1 HTTP/1.1" 200 9976 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:14 -0500] "GET /wp-content/plugins/jetpack/modules/wpgroho.js?ver=4.0.1 HTTP/1.1" 200 1276 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:14 -0500] "GET /wp-content/plugins/syntaxhighlighter2/files/shCore.js HTTP/1.1" 200 19967 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:16 -0500] "GET /wp-includes/images/rss.png HTTP/1.1" 200 912 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:16 -0500] "GET /wp-content/themes/decoder/img/creativecommons.png HTTP/1.1" 200 5044 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:23 -0500] "GET /wp-content/themes//decoder/img/bg-body-blue.png HTTP/1.1" 200 487 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:23 -0500] "GET /wp-content/themes//decoder/img/bg-header.jpg HTTP/1.1" 200 12340 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:24 -0500] "GET /wp-content/themes//decoder/img/bg-menu-hover-blue.png HTTP/1.1" 200 457 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:24 -0500] "GET /wp-content/themes//decoder/img/bg-content.gif HTTP/1.1" 200 360 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:24 -0500] "GET /wp-content/themes//decoder/img/bg-box-right.gif HTTP/1.1" 200 347 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:24 -0500] "GET /wp-content/themes//decoder/img/bg-form-input.png HTTP/1.1" 200 439 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:24 -0500] "GET /wp-content/themes//decoder/img/bg-form-submit-blue.png HTTP/1.1" 200 555 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:24 -0500] "GET /wp-content/themes//decoder/img/bg-list-item-sidebar-blue.gif HTTP/1.1" 200 358 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:24 -0500] "GET /wp-content/themes//decoder/img/bg-footer-wrap-blue.png HTTP/1.1" 200 454 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:30 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/styles/jquery.lightbox.min.css HTTP/1.1" 200 1151 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:30 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/loading.gif HTTP/1.1" 200 4296 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:30 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/prev.gif HTTP/1.1" 200 1569 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:30 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/next.gif HTTP/1.1" 200 1557 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:30 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/images/blank.gif HTTP/1.1" 200 347 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:31 -0500] "GET /wp-content/uploads/shadowbox-js/src/previous.png HTTP/1.1" 200 541 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:31 -0500] "GET /wp-content/uploads/shadowbox-js/src/pause.png HTTP/1.1" 200 459 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:31 -0500] "GET /wp-content/uploads/shadowbox-js/src/play.png HTTP/1.1" 200 515 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:31 -0500] "GET /wp-content/uploads/shadowbox-js/src/next.png HTTP/1.1" 200 553 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:32 -0500] "GET /wp-content/uploads/shadowbox-js/src/close.png HTTP/1.1" 200 560 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
201.7.219.246 - - [02/Jan/2015:10:46:32 -0500] "GET /wp-content/uploads/shadowbox-js/src/loading.gif HTTP/1.1" 200 2851 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36"
183.60.198.163 - - [02/Jan/2015:10:50:01 -0500] "GET /tag/kiss/ HTTP/1.1" 200 17843 "-" "Mozilla/5.0 (compatible; EasouSpider; +http://www.easou.com/search/spider.html)"
91.200.12.66 - - [02/Jan/2015:10:53:04 -0500] "GET /contact/ HTTP/1.1" 200 22341 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1)"
91.200.12.66 - - [02/Jan/2015:10:53:05 -0500] "POST /contact/ HTTP/1.1" 200 22920 "http://jonathas.com/contact/" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1; Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1) )"
91.200.12.66 - - [02/Jan/2015:10:53:07 -0500] "GET /contact/ HTTP/1.1" 200 22287 "-" "Mozilla/4.0 (compatible; MSIE 6.0; Windows NT 5.1; SV1)"
66.249.64.171 - - [02/Jan/2015:10:56:20 -0500] "GET /feed/ HTTP/1.1" 304 188 "-" "Mozilla/5.0 (compatible; Googlebot/2.1; +http://www.google.com/bot.html)"
193.104.41.186 - - [02/Jan/2015:11:01:14 -0500] "POST /wp-login.php HTTP/1.1" 200 5632 "-" "Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0"
5.39.216.147 - - [02/Jan/2015:11:15:20 -0500] "GET /wp-login.php HTTP/1.1" 200 5411 "-" "Mozilla/4.0"
5.39.216.147 - - [02/Jan/2015:11:15:21 -0500] "POST /wp-login.php HTTP/1.1" 200 6240 "http://jonathas.com/wp-login.php" "Mozilla/4.0"
190.94.228.247 - - [02/Jan/2015:11:15:46 -0500] "GET / HTTP/1.1" 200 22533 "http://semalt.semalt.com/crawler.php?u=http://jonathas.com" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:49 -0500] "GET /wp-content/themes//decoder/lib/js/jquery-1.2.6.min.js HTTP/1.1" 200 56094 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:49 -0500] "GET /wp-content/themes//decoder/lib/superfish.css HTTP/1.1" 200 1137 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:49 -0500] "GET /wp-content/themes//decoder/style.css HTTP/1.1" 200 3091 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:49 -0500] "GET /wp-content/themes//decoder/lib/js/superfish.js HTTP/1.1" 200 4026 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:50 -0500] "GET /wp-content/themes//decoder/lib/js/supersubs.js HTTP/1.1" 200 3616 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:52 -0500] "GET /wp-content/uploads/shadowbox-js/src/shadowbox.css?ver=3.0.3 HTTP/1.1" 200 1055 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:52 -0500] "GET /wp-content/plugins/shadowbox-js/css/extras.css?ver=3.0.3.10 HTTP/1.1" 200 485 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:52 -0500] "GET /wp-content/plugins/tubepress/src/main/web/css/tubepress.css?ver=4.0.1 HTTP/1.1" 200 1565 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:52 -0500] "GET /wp-content/plugins/contact-form-7/includes/css/styles.css?ver=4.0.1 HTTP/1.1" 200 812 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:53 -0500] "GET /wp-content/plugins/jetpack/css/jetpack.css?ver=3.2 HTTP/1.1" 200 9517 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:53 -0500] "GET /wp-content/plugins/no-ie-welcome/noie.css?ver=4.0.1 HTTP/1.1" 200 596 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:53 -0500] "GET /wp-content/plugins/wp-stats/stats-css.css?ver=2.50 HTTP/1.1" 200 773 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:53 -0500] "GET /wp-includes/js/jquery/jquery.js?ver=1.11.1 HTTP/1.1" 200 96126 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:15:53 -0500] "GET /wp-includes/js/jquery/jquery-migrate.min.js?ver=1.2.1 HTTP/1.1" 200 7518 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:16:01 -0500] "GET /wp-content/plugins/jquery-lightbox-balupton-edition/scripts/jquery.lightbox.plugin.min.js?ver=1.0 HTTP/1.1" 200 576 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
190.94.228.247 - - [02/Jan/2015:11:16:01 -0500] "GET /wp-content/plugins/wordpress-code-snippet/scripts/shCore.js HTTP/1.1" 200 19968 "http://jonathas.com/" "Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.153 Safari/537.36"
